item_id,difficulty,discriminability,guessing,feasibility
0,-1.3631190061569214,4.512966632843018,0.10511001944541931,0.952109694480896
1,-1.513131022453308,4.651963710784912,0.10342283546924591,0.9579572081565857
2,-1.6043145656585693,4.629522800445557,0.10904766619205475,0.9588267207145691
3,-1.9560662508010864,4.751448154449463,0.11849315464496613,0.965957760810852
4,-1.5077427625656128,4.852207660675049,0.09214258193969727,0.9625991582870483
5,-1.229634165763855,4.487209320068359,0.10026965290307999,0.9491580724716187
6,-1.666255235671997,4.659444332122803,0.11016324907541275,0.9602859020233154
7,-1.5922867059707642,4.428551197052002,0.12094680219888687,0.9533330202102661
8,-1.8347597122192383,4.703615665435791,0.11522643268108368,0.9634485840797424
9,-1.3266149759292603,4.67821741104126,0.0939989686012268,0.9559826254844666
10,-0.49940359592437744,4.032083511352539,0.09527869522571564,0.9156708121299744
11,-1.6421754360198975,4.7238006591796875,0.10492394119501114,0.9613674879074097
12,-1.256349802017212,4.348612308502197,0.10990029573440552,0.9451708793640137
13,-1.7676078081130981,4.5396409034729,0.1228506788611412,0.9585923552513123
14,-2.0863354206085205,4.894829273223877,0.11518839746713638,0.9701462388038635
15,-1.2283611297607422,4.729733467102051,0.08704011887311935,0.9559290409088135
16,-1.8331636190414429,4.37312126159668,0.13806241750717163,0.9553755521774292
17,-1.371363639831543,4.701823711395264,0.0942940041422844,0.9571373462677002
18,-0.9664418697357178,4.367630958557129,0.09610424190759659,0.9403068423271179
19,-1.92426598072052,4.770874500274658,0.11553465574979782,0.966107189655304
20,-1.3295446634292603,4.410951137542725,0.10979898273944855,0.948326826095581
21,-1.0622286796569824,4.456560134887695,0.09501378983259201,0.945074737071991
22,-0.9304811954498291,4.348232746124268,0.0960097387433052,0.938856303691864
23,-1.915284276008606,4.244884967803955,0.15334546566009521,0.9531242847442627
24,-1.3671094179153442,4.518459796905518,0.1047777310013771,0.9522172212600708
25,-1.1390135288238525,4.599217414855957,0.09053155779838562,0.950844407081604
26,-2.065692186355591,4.800330638885498,0.120608851313591,0.9681648015975952
27,-0.9092891812324524,3.7438764572143555,0.13279013335704803,0.9128050208091736
28,-1.8048111200332642,4.695467472076416,0.11454647779464722,0.9629601836204529
29,-2.0618326663970947,4.8409528732299805,0.1179952397942543,0.968867838382721
30,-0.8650595545768738,4.360304355621338,0.09244649112224579,0.9379814267158508
31,-1.208907961845398,4.483128070831299,0.0999387577176094,0.9484677314758301
32,-1.5315742492675781,4.554081916809082,0.1102331280708313,0.9556151032447815
33,-1.4518941640853882,4.70299768447876,0.09817802906036377,0.9583972692489624
34,-1.6018272638320923,4.617077350616455,0.10920806974172592,0.958286464214325
35,-2.288055658340454,4.9203996658325195,0.12368419021368027,0.9725374579429626
36,-1.5911922454833984,4.6139912605285645,0.10913683474063873,0.958015501499176
