item_id,difficulty,discriminability,guessing,feasibility,mean_probability,mean_fisher_information,max_fisher_information
18078,-0.5626916885375977,4.655611038208008,0.0680313631892204,0.942402482032776,0.36420346318964797,2.5707910600462127,4.142849931319666
36276,-0.6570732593536377,4.677323818206787,0.0704168155789375,0.9447314739227296,0.4291684696311284,2.5690454353310774,4.176781207440604
31789,-0.6755016446113586,4.661458492279053,0.0718776360154151,0.9446478486061096,0.44199733966878424,2.517652052567533,4.128626507636558
26860,-0.5440525412559509,4.625992298126221,0.0687061473727226,0.9408749938011168,0.35212729240403734,2.509017738175111,4.068396026128597
4918,-0.6721076369285583,4.604936599731445,0.0732520073652267,0.9425612092018129,0.4394122046161328,2.4507515689482404,3.9936330440715446
41352,-0.7311521768569946,4.683792591094971,0.0720611065626144,0.9462782144546508,0.4787301046397517,2.4228613579105165,4.167111517487952
9423,-0.5665937662124634,4.545910358428955,0.0729487761855125,0.9385353922843932,0.36929340394787363,2.416381023412173,3.8699505975860187
29754,-0.6878046989440918,4.599177837371826,0.074097916483879,0.942692756652832,0.4499987136034878,2.4154420534525376,3.989858468593087
22722,-0.6193991899490356,4.522881031036377,0.0754904896020889,0.938858449459076,0.4050846918838746,2.390837250174883,3.800114556436867
16537,-0.7083876132965088,4.594143390655518,0.0753833353519439,0.9432265758514404,0.463975590902961,2.366752963853236,3.9723407208204837
38631,-0.51081782579422,4.548771858215332,0.0706389471888542,0.937252938747406,0.3318046397257164,2.3527137281182715,3.843547756903257
24408,-0.5951244831085205,4.487630844116211,0.0760829597711563,0.9369169473648072,0.3892590573123462,2.3468162025792827,3.7303066568618406
22763,-0.6307060718536377,4.494798183441162,0.0767364501953125,0.9378526210784912,0.4126845307460371,2.3466191886421703,3.7430971789244327
23544,-0.6059223413467407,4.487701892852783,0.0768671631813049,0.9370473623275756,0.3966776611484832,2.3432145715688173,3.7182189261771286
17224,-0.7037373185157776,4.559834957122803,0.0764469653367996,0.9417908191680908,0.4607308516690621,2.332839485152825,3.8929615884438267
31909,-0.590264081954956,4.4730305671691895,0.0765930637717247,0.9364448189735411,0.3863697584769674,2.3270508285037104,3.698943702577605
35522,-0.5851792693138123,4.475218772888184,0.0768100023269653,0.936400830745697,0.3832612929996986,2.3260661323723553,3.7005257131714018
31455,-0.5192515254020691,4.51793909072876,0.072465032339096,0.936631679534912,0.33850230539904236,2.3256421816470527,3.785124380493918
3794,-0.7225170135498047,4.5876359939575195,0.0759407207369804,0.9430172443389891,0.47297533249000584,2.3248218752383254,3.9402311067785525
8352,-0.6691365242004395,4.4974236488342285,0.0784839764237403,0.9388466477394104,0.4384837961798256,2.3083133386147368,3.729346160415134
1458,-0.5337620377540588,4.485238075256348,0.0739393383264541,0.9354608058929444,0.3485478108657342,2.303481312296887,3.7253988004067122
1981,-0.6924501061439514,4.5209527015686035,0.0780529752373695,0.940168023109436,0.4535675796161194,2.3028823340493996,3.799477819280475
26554,-0.7176635265350342,4.558773040771484,0.0767857879400253,0.9419736862182616,0.4696815723340391,2.3015980768995434,3.8797546885793013
41225,-0.5533428192138672,4.46721887588501,0.0755169540643692,0.9353182315826416,0.36198741050573763,2.2998656402064754,3.6888423600456792
40743,-0.5447859764099121,4.472806453704834,0.0752413719892501,0.9353762865066528,0.3564116276149321,2.2978086144825176,3.6995276758566886
21965,-0.6650125980377197,4.482572078704834,0.0791344046592712,0.9382777214050292,0.4359691563907624,2.293781004210078,3.6989100048475843
22728,-0.6238753795623779,4.453332424163818,0.0787488967180252,0.936353862285614,0.40899080731027143,2.2929396025672024,3.6396225101126656
38869,-0.4940332770347595,4.529091835021973,0.0713624581694603,0.936199963092804,0.3218037971603025,2.2910719390454117,3.7851463107295547
25081,-0.5921803712844849,4.443354606628418,0.0772594660520553,0.9352285265922546,0.38766534468261543,2.289962135692577,3.633567806461016
31323,-0.6425057649612427,4.459425449371338,0.0791670158505439,0.937054455280304,0.42126509322292244,2.2887885546513442,3.660478669981558
6671,-0.5897347331047058,4.445742130279541,0.0779308527708053,0.935354471206665,0.3865916695474467,2.2884101398456456,3.6334613032414955
37465,-0.6920322775840759,4.504649639129639,0.0789464116096496,0.9395670890808104,0.45344205637592205,2.281501509410861,3.759027127378998
28134,-0.5735700726509094,4.443603992462158,0.0776613801717758,0.934977114200592,0.37613094543679737,2.2795367621557365,3.6251543225450575
38214,-0.6221911907196045,4.435698986053467,0.0792881026864051,0.9355850219726562,0.4079690283079988,2.2705310791246096,3.5984206440176365
23804,-0.573623538017273,4.436459064483643,0.078104481101036,0.9349484443664552,0.37648003354594856,2.270480300728803,3.6095557591132517
19777,-0.5830740332603455,4.429995536804199,0.078389398753643,0.9345890879631042,0.38248949999385523,2.265425055583629,3.5972644154103874
26420,-0.4926599860191345,4.5075860023498535,0.07209163159132,0.935534417629242,0.3215640032444653,2.261753381887417,3.740560472241926
17513,-0.4758517146110534,4.5341620445251465,0.0701373741030693,0.9361577033996582,0.30971290826511094,2.260160188286709,3.835859535187937
40240,-0.6675711274147034,4.453293800354004,0.0791145041584968,0.9371113777160645,0.4369526206320899,2.2584974572407317,3.6378780078419224
11397,-0.5415681600570679,4.445865631103516,0.0765590593218803,0.9344069957733154,0.35519692876304304,2.257114206751677,3.6343155568533385
31349,-0.7220752835273743,4.53292179107666,0.0785611197352409,0.941203474998474,0.47279228157214154,2.2569588803784155,3.8089207517028183
33825,-0.6721746325492859,4.460024356842041,0.0802611112594604,0.9377325773239136,0.4407798076071492,2.256098244593842,3.64525553963045
4071,-0.71709144115448,4.521152019500732,0.079123243689537,0.940759003162384,0.4697247970920137,2.2529263381451963,3.78602484795287
13103,-0.7846561074256897,4.680653095245361,0.073884442448616,0.9472305178642272,0.5129474699781346,2.252579069848952,4.1670031559015115
22622,-0.5697137117385864,4.424199104309082,0.0782747566699981,0.9342265725135804,0.37396210452975037,2.2523340957478384,3.583347861066277
37572,-0.6131414175033569,4.422976493835449,0.0804299190640449,0.9348994493484496,0.4027507317094625,2.2517191171869944,3.557704602843826
38951,-0.7227691411972046,4.525751113891602,0.0789906978607177,0.9408725500106812,0.4732350948235072,2.245384192740596,3.7894041517832595
1416,-0.5494674444198608,4.429275035858154,0.0771587714552879,0.9338152408599854,0.36044581722598856,2.2445216856475123,3.5997627638051863
21992,-0.7014341950416565,4.483490943908691,0.079362578690052,0.9390849471092224,0.45915109981797647,2.242108148387444,3.715748518296227
31279,-0.624500572681427,4.414302349090576,0.0807333439588546,0.9348509311676024,0.4100243397456622,2.238605448266877,3.5476544903149563
8382,-0.6766494512557983,4.4494123458862305,0.0805350393056869,0.9373489022254944,0.4435070450434239,2.2372903766199155,3.6268020033204955
38215,-0.6507513523101807,4.424991607666016,0.0810479819774627,0.9359360933303832,0.42702677057536764,2.2351032982928527,3.577982467942014
21853,-0.5732647180557251,4.405508518218994,0.0781795680522918,0.9331216812133788,0.3758301336760263,2.2324403361431813,3.543485611123074
36759,-0.8037417531013489,4.723548889160156,0.0729547888040542,0.9490159153938292,0.525298987623107,2.2307803671999733,4.235829213270032
28313,-0.6252630352973938,4.406325340270996,0.0807992070913314,0.9346303343772888,0.41045522017907426,2.2297139980149034,3.533106732318912
7551,-0.5664423108100891,4.405654430389404,0.0783257260918617,0.933159351348877,0.37169916269221276,2.227778012284297,3.545205555570049
2700,-0.5562300682067871,4.412810325622559,0.0786038190126419,0.9334678649902344,0.3656082314651689,2.2261358358815935,3.5583581724296494
8263,-0.570196270942688,4.401310920715332,0.0788412615656852,0.933251976966858,0.37442399597268355,2.2239040469874225,3.533277090577256
37525,-0.6827161312103271,4.445957183837891,0.0806949213147163,0.937118649482727,0.4472395902157465,2.2233820532015143,3.6223539889480376
10946,-0.7872509360313416,4.66157865524292,0.0747734755277633,0.9466764330863952,0.514394042085421,2.2226547467233,4.116439118680839
29611,-0.6639859676361084,4.426743984222412,0.0816406905651092,0.9363341331481934,0.43576864533561266,2.222310779488588,3.571485869636361
12292,-0.6408909559249878,4.402949810028076,0.0818131789565086,0.9349438548088074,0.42091184811249066,2.2142416403012755,3.5288522895873906
22115,-0.5938861966133118,4.3900957107543945,0.080570138990879,0.9333832263946532,0.39034481615803546,2.214019335732854,3.504372834157974
8407,-0.6021693348884583,4.390477657318115,0.080956183373928,0.9335172176361084,0.39578103492556876,2.2136217365180513,3.499249071068945
11851,-0.652631938457489,4.4080657958984375,0.0811835303902626,0.935098111629486,0.42789146685792606,2.2131903418539998,3.5416962931898137
11675,-0.6812857985496521,4.436563491821289,0.0815812572836875,0.9369798302650452,0.446752666500795,2.2123570653464877,3.5975520820739946
24751,-0.7441776394844055,4.539039611816406,0.078519083559513,0.9416466355323792,0.48652284048429123,2.211197781919132,3.831458057236007
